CHR,chromosomeChunk
15,15:89420519-90234014
15,15:89441916-90358633
15,15:89630690-90456188
15,15:89787180-90625439
15,15:89904810-90645736
15,15:90118713-90772911
15,15:90207596-90785315
15,15:90328120-90816463
15,15:90373831-90909324
15,15:90544624-91045475
15,15:90626277-91188577
15,15:90703836-91358859
15,15:90773207-91384608
15,15:90792762-91426688
15,15:90895477-91439006
15,15:90931450-91465814
15,15:91073157-91506349
15,15:91260558-91538859
15,15:91382954-91565833
15,15:91411822-91579841
15,15:91426925-91844539
15,15:91445448-92148441
15,15:91473410-92874267
15,15:91509270-93353114
15,15:91541646-93571237
15,15:91565849-93632433
15,15:91643180-94614049
15,15:91951938-95023632
15,15:92396925-98417780
15,15:93160673-98517068
15,15:93425937-99057611
15,15:93586636-99507759
15,15:94261771-99675798
15,15:94774767-99791428
15,15:98285448-99930934
15,15:98462784-100273766
15,15:98980391-100347132
15,15:99192200-100417353
15,15:99638420-100882210
15,15:99676528-100890438
15,15:99791567-101085200
15,15:100017370-101090358
15,15:100330361-101099159
15,15:100347228-101191910
15,15:100511794-101404501
15,15:100884662-101626271
15,15:100940600-101711026
15,15:101087972-101792137
15,15:101093734-101817705
15,15:101099574-101835487
15,15:101389766-102065405
15,15:101433945-102192594
15,15:101708735-102264807
15,15:101715928-102285913
15,15:101811022-102334505
15,15:101821715-102519298
15,15:101835624-102531392
15,15:102161847-102531392
15,15:102193801-102531392
16,16:1-216767
16,16:1-223709
16,16:1-227521
16,16:61553-231180
16,16:96407-236293
16,16:127006-279462
16,16:202686-333003
16,16:222846-402673
16,16:226679-420527
16,16:230452-442960
16,16:235747-462487
16,16:238968-573011
16,16:284545-604636
16,16:337440-634136
16,16:417384-684116
16,16:420773-686358
16,16:446725-698474
16,16:475619-717833
16,16:577717-724174
16,16:616995-728268
16,16:639357-734529
16,16:684429-755829
16,16:691813-769655
16,16:699311-791329
16,16:718086-818865
16,16:725666-850737
16,16:730224-1031596
16,16:734622-1036979
16,16:765115-1050926
16,16:770581-1271771
16,16:810762-1280214
16,16:834974-1292555
16,16:903634-1377019
16,16:1031808-1401912
16,16:1041148-1464752
16,16:1203241-1479345
16,16:1277272-1494557
16,16:1290697-1525581
16,16:1355548-1538982
16,16:1383602-1662111
16,16:1401924-1752281
16,16:1469745-1821731
16,16:1484384-1823156
16,16:1494935-1844972
16,16:1535887-1890208
16,16:1543345-1993327
16,16:1662326-2007607
16,16:1756184-2011976
16,16:1821891-2014861
16,16:1823208-2015510
16,16:1845621-2032934
16,16:1988211-2044276
16,16:1993975-2059824
16,16:2009509-2089027
16,16:2012053-2185899
16,16:2014960-2205359
16,16:2022038-2228130
16,16:2034208-2261951
16,16:2047655-2264808
16,16:2075357-2288712
16,16:2089816-2302301
16,16:2204798-2323419
16,16:2205699-2476700
16,16:2254249-2508855
16,16:2261998-2518214
16,16:2273567-2555735
16,16:2289396-2570219
16,16:2303117-2581423
16,16:2325882-2653189
16,16:2479395-2693297
16,16:2510081-2723445
16,16:2525147-2759031
16,16:2563871-2770552
16,16:2570358-2827298
16,16:2587965-2837949
16,16:2653351-2855148
16,16:2710350-2876305
16,16:2732476-2888967
16,16:2762419-2892745
16,16:2787077-2949383
16,16:2833954-3001209
16,16:2848486-3030540
16,16:2867164-3044510
16,16:2880170-3052017
16,16:2889569-3055102
16,16:2933187-3057386
16,16:2961938-3064506
16,16:3013945-3072384
16,16:3038962-3089134
16,16:3051301-3110727
16,16:3053432-3137101
16,16:3056121-3159577
16,16:3062457-3192806
16,16:3068446-3199964
16,16:3072621-3207484
16,16:3096682-3286221
16,16:3115298-3306627
16,16:3156765-3368852
16,16:3162561-3536963
16,16:3194220-3627401
16,16:3206737-3661599
16,16:3272325-3767598
16,16:3292028-3930727
16,16:3313743-4166186
16,16:3415099-4303790
16,16:3550924-4323076
16,16:3631182-4475706
16,16:3661729-4506776
16,16:3775055-4560348
16,16:4003388-4588829
16,16:4295826-4650715
16,16:4307187-4665028
16,16:4364762-4740975
16,16:4475806-4745860
16,16:4511681-4817625
16,16:4560676-4846533
16,16:4606491-4852951
16,16:4658884-4932361
16,16:4666494-5147809
16,16:4743695-6826015
16,16:4746513-8740081
16,16:4845266-8962866
16,16:4846969-9060847
16,16:4853204-9215497
16,16:4932508-9501950
16,16:5289803-10577495
16,16:8715540-10912651
16,16:8768422-11036878
16,16:8985951-11276046
16,16:9185505-11318373
16,16:9449445-11445619
16,16:10420291-11617444
16,16:10837643-11730237
16,16:10971055-11838362
16,16:11038345-11891123
16,16:11290034-11945442
16,16:11343476-12009939
16,16:11453702-12070500
16,16:11641853-12668146
16,16:11762270-12897874
16,16:11844442-14046202
16,16:11929056-14360630
16,16:11961985-14726585
16,16:12021230-14763093
16,16:12070594-14820195
16,16:12756919-14990017
16,16:14014014-15045915
16,16:14165178-15248421
16,16:14529558-15474904
16,16:14726672-15737023
16,16:14802801-15950890
16,16:14927538-15982482
16,16:15005408-16236931
16,16:15068448-16318118
16,16:15457516-16388668
16,16:15528152-16444447
16,16:15737124-16471364
16,16:15959577-16487811
16,16:16043434-17564738
16,16:16242785-18495797
16,16:16326352-18573533
16,16:16404198-18609650
16,16:16450081-18801705
16,16:16472912-18813000
16,16:17195626-18937776
16,16:18411799-18948365
16,16:18511182-19075264
16,16:18581770-19091417
16,16:18792617-19132951
16,16:18802991-19279652
16,16:18816175-19510435
16,16:18938185-19533467
16,16:18995256-19564730
16,16:19078921-19897489
16,16:19125254-20936328
16,16:19179293-21191937
16,16:19421818-21329912
16,16:19513015-21403412
16,16:19535133-21531765
16,16:19566562-21668794
16,16:20621565-21772050
16,16:20944433-21807080
16,16:21244986-21831731
16,16:21391313-21930477
16,16:21413558-21994981
16,16:21608539-22103552
16,16:21689835-22203075
16,16:21805416-22298554
16,16:21807951-22346424
16,16:21845890-22547842
16,16:21963981-23160591
16,16:22018959-23468927
16,16:22177618-23533316
16,16:22217603-23585710
16,16:22308730-23607677
16,16:22357257-23652631
16,16:23072727-23681195
16,16:23399814-23724821
16,16:23474863-24231932
16,16:23533335-24584184
16,16:23592323-24838953
16,16:23614488-24922949
16,16:23652713-25026987
16,16:23688977-25069430
16,16:23847322-25080264
16,16:24549014-25122876
16,16:24741016-25189552
16,16:24857162-25269252
16,16:24930706-27233089
16,16:25043202-27301813
16,16:25078258-27376099
16,16:25096913-27464714
16,16:25123050-27561234
16,16:25247322-27791690
16,16:27214807-28223241
16,16:27236312-28251989
16,16:27324989-28303385
16,16:27413483-28335170
16,16:27470876-28374829
16,16:27561454-28415200
16,16:28109300-28510291
16,16:28251014-28523372
16,16:28296206-28603111
16,16:28303840-28608430
16,16:28353876-28634946
16,16:28390900-28747051
16,16:28467693-28784128
16,16:28510683-28829149
16,16:28565236-28848558
16,16:28603264-28857729
16,16:28616903-28885526
16,16:28699879-28950667
16,16:28763108-28978418
16,16:28814097-29002104
16,16:28834356-29231352
16,16:28853732-29519817
16,16:28857921-29606395
16,16:28889726-29710020
16,16:28962128-29759620
16,16:28985542-29816706
16,16:29065053-29827201
16,16:29262829-29859355
16,16:29538889-29875057
16,16:29674300-29940254
16,16:29753784-29984373
16,16:29802040-30003582
16,16:29817427-30034591
16,16:29831715-30081778
16,16:29869678-30096698
16,16:29916333-30103208
16,16:29952206-30115437
16,16:29984962-30125177
16,16:30003645-30134827
16,16:30064411-30200397
16,16:30087299-30215631
16,16:30097114-30220392
16,16:30103635-30346695
16,16:30116131-30366682
16,16:30125426-30367848
16,16:30194148-30381585
16,16:30204255-30389312
16,16:30215637-30411429
16,16:30234230-30441396
16,16:30362087-30457502
16,16:30366762-30534506
16,16:30368423-30548465
16,16:30382255-30569819
16,16:30389427-30584055
16,16:30418618-30597092
16,16:30454952-30635333
16,16:30483979-30667761
16,16:30535325-30682135
16,16:30565085-30755602
16,16:30580667-30787628
16,16:30585061-30798523
16,16:30613879-30906541
16,16:30662038-30914881
16,16:30669752-30967832
16,16:30709030-30996437
16,16:30759591-31000473
16,16:30789778-31021949
16,16:30844947-31054296
16,16:30907928-31061201
16,16:30930640-31085641
16,16:30968615-31107301
16,16:30996519-31124110
16,16:31000577-31142714
16,16:31044210-31161415
16,16:31054471-31203127
16,16:31072164-31208284
16,16:31085743-31214773
16,16:31117428-31344213
16,16:31127075-31394318
16,16:31150246-31437826
16,16:31191431-31464814
16,16:31207452-31478487
16,16:31212806-31489281
16,16:31271311-31520630
16,16:31366455-31540124
16,16:31404633-31721097
16,16:31460856-31806190
16,16:31468032-31928668
16,16:31482906-32787517
16,16:31494323-46655538
16,16:31539185-46658363
16,16:31711911-46660904
16,16:31724550-46723430
16,16:31885079-46732306
16,16:32752635-46865323
16,16:46614466-46965209
16,16:46656773-47007699
16,16:46660316-47177908
16,16:46690054-47735434
16,16:46723555-48482313
16,16:46830519-48654059
16,16:46918290-48778553
16,16:46989299-50070999
16,16:47111614-50140298
16,16:47188298-50269221
16,16:48278207-50402845
16,16:48572637-50670647
16,16:48657347-50683160
16,16:50058321-50715264
16,16:50099852-50766988
16,16:50186829-50774627
16,16:50280048-50835846
16,16:50582241-51681043
16,16:50679720-53363062
16,16:50700122-53397590
16,16:50727514-53406995
16,16:50769624-53418657
16,16:50774821-53422997
16,16:51679667-53538323
16,16:53088945-53737850
16,16:53395931-54155853
16,16:53398894-55620582
16,16:53407405-55867249
16,16:53420856-56391356
16,16:53467889-56459450
16,16:53631595-56554195
16,16:53737875-56643409
16,16:55542910-56652730
16,16:55836763-56661024
16,16:56225302-56694610
16,16:56395364-56718108
16,16:56463045-56878797
16,16:56642111-56949762
16,16:56651388-56977798
16,16:56659387-57017757
16,16:56691606-57117443
16,16:56716336-57181878
16,16:56764017-57220028
16,16:56899119-57274387
16,16:56965960-57287516
16,16:56995762-57318599
16,16:57023397-57495187
16,16:57126449-57521239
16,16:57186378-57570511
16,16:57220049-57625593
16,16:57279010-57637609
16,16:57290004-57698944
16,16:57462081-57765717
16,16:57496299-57791162
16,16:57546090-57896957
16,16:57576333-58005020
16,16:57637049-58022020
16,16:57644564-58055522
16,16:57702099-58080805
16,16:57769642-58163354
16,16:57792129-58231824
16,16:57917503-58440048
16,16:58010339-58496374
16,16:58028572-58547532
16,16:58059470-58663790
16,16:58147496-58719008
16,16:58163433-58768261
16,16:58328984-60087875
16,16:58455230-61089868
16,16:58496750-66446038
16,16:58549383-66527432
16,16:58699013-66586447
16,16:58741035-66613040
16,16:59889257-66622178
16,16:61089303-66647795
16,16:66442427-66730610
16,16:66461200-66788643
16,16:66541906-66907159
16,16:66586466-66929657
16,16:66613351-66968326
16,16:66637777-66978999
16,16:66648653-67043661
16,16:66754796-67134961
16,16:66836778-67185117
16,16:66912492-67199718
16,16:66965959-67217943
16,16:66968347-67224107
16,16:67022492-67232821
16,16:67063019-67237932
16,16:67143861-67260951
16,16:67188083-67263181
16,16:67204057-67306093
16,16:67218269-67360666
16,16:67226072-67419106
16,16:67233014-67427438
16,16:67241042-67450736
16,16:67261006-67515140
16,16:67263290-67521153
16,16:67311413-67580691
16,16:67360701-67673086
16,16:67423712-67694713
16,16:67428322-67696681
16,16:67471917-67702661
16,16:67515217-67753324
16,16:67552321-67840555
16,16:67583117-67906470
16,16:67678822-67922758
16,16:67694849-67970990
16,16:67696848-68003504
16,16:67708434-68014732
16,16:67757005-68272005
16,16:67840668-68294961
16,16:67906926-68344849
16,16:67927175-68482591
16,16:67973653-68609975
16,16:68009566-68756519
16,16:68021297-68869451
16,16:68279207-69119083
16,16:68298433-69377014
16,16:68344877-69385712
16,16:68563993-69442474
16,16:68670092-69500169
16,16:68771128-69738569
16,16:68877507-69760854
16,16:69139467-69788843
16,16:69377151-69975644
16,16:69389464-69998141
16,16:69458428-70099851
16,16:69598997-70195203
16,16:69740899-70221264
16,16:69775770-70279519
16,16:69796209-70285833
16,16:69984810-70323446
16,16:70010200-70407286
16,16:70147529-70473140
16,16:70207225-70514177
16,16:70253477-70557468
16,16:70284134-70608820
16,16:70286198-70694585
16,16:70323566-70719969
16,16:70413338-70835064
16,16:70488324-71264625
16,16:70514471-71323618
16,16:70557691-71496998
16,16:70613798-71598992
16,16:70695107-71758604
16,16:70721342-71843104
16,16:70841281-71962913
16,16:71315292-72058954
16,16:71481500-72210777
16,16:71498453-73093597
16,16:71660064-73096215
16,16:71762913-73975423
16,16:71879894-74403724
16,16:72042487-74425978
16,16:72078188-74455368
16,16:72699069-74641012
16,16:73094369-74700779
16,16:73974538-74734858
16,16:74330673-74808729
16,16:74411776-75144892
16,16:74442529-75150669
16,16:74485856-75206134
16,16:74655292-75467383
16,16:74705753-75499395
16,16:74746853-75529282
16,16:74907468-75590184
16,16:75145758-75611779
16,16:75182390-75657198
16,16:75327596-75795770
16,16:75476952-77283854
16,16:75510949-77776897
16,16:75572015-79246564
16,16:75600249-79634611
16,16:75630879-80838226
16,16:75661622-81066719
16,16:77224732-81080963
16,16:77756411-81130008
16,16:78133310-81253975
16,16:79619740-81347028
16,16:80631803-81424489
16,16:81009698-81745367
16,16:81069452-81991899
16,16:81087102-82045093
16,16:81134480-82132139
16,16:81344336-82203831
16,16:81348557-83841439
16,16:81478775-83853342
16,16:81771853-83999937
16,16:82031221-84036381
16,16:82068609-84150511
16,16:82181403-84178797
16,16:82660408-84220669
16,16:83841448-84230659
16,16:83932731-84363450
16,16:84002237-84500967
16,16:84087368-84587639
16,16:84155886-84651683
16,16:84178865-84701292
16,16:84226164-84813528
16,16:84328252-84954374
16,16:84402133-85045141
16,16:84511681-85127836
16,16:84599200-85723679
16,16:84682131-85784735
16,16:84733584-85840650
16,16:84853590-85956215
16,16:85007787-85969829
16,16:85061375-86557503
16,16:85645015-86588841
16,16:85723690-87351022
16,16:85805364-87438385
16,16:85932409-87525651
16,16:85968887-87729753
16,16:86553989-87799598
16,16:86563782-87903094
16,16:87117168-88110924
16,16:87360593-88134591
16,16:87439852-88219696
16,16:87727144-88507165
16,16:87730091-88603424
16,16:87863629-88698374
16,16:87982850-88717560
16,16:88121647-88729569
16,16:88210904-88753594
16,16:88493879-88772829
16,16:88519725-88851619
16,16:88636789-88875666
16,16:88709691-88878352
16,16:88718343-88933068
16,16:88729706-89043612
16,16:88762903-89222254
16,16:88772871-89230653
16,16:88869621-89268072
16,16:88875747-89284061
16,16:88880142-89295363
16,16:88941266-89556969
16,16:89154783-89624176
16,16:89225554-89630950
16,16:89262406-89663654
16,16:89281638-89737680
16,16:89284118-89768113
16,16:89334038-89883065
16,16:89557325-89937727
16,16:89627065-90005169
16,16:89642176-90034468
16,16:89710839-90038942
16,16:89747145-90068569
16,16:89773542-90114181
16,16:89884587-90244752
16,16:89940000-90289086
16,16:90014333-90354753
16,16:90036206-90354753
16,16:90038994-90354753
17,17:1-295730
17,17:1-624957
17,17:1-646206
17,17:5810-657239
17,17:62293-695749
17,17:260118-883010
17,17:289769-1132315
17,17:411908-1303672
17,17:635652-1366456
17,17:647654-1396106
17,17:660337-1420182
17,17:702553-1466110
17,17:900357-1532180
17,17:1247566-1549041
17,17:1323983-1553371
17,17:1367392-1588176
17,17:1397865-1613732
17,17:1420225-1641893
17,17:1472561-1658562
17,17:1537152-1680868
17,17:1549444-1803376
17,17:1553923-1928639
17,17:1611064-1946724
17,17:1614805-1948262
17,17:1646130-1962981
17,17:1665253-2284352
17,17:1682779-2304412
17,17:1837971-2415185
17,17:1933404-2588909
17,17:1946769-2592254
17,17:1957448-2615957
17,17:1963133-2941033
17,17:2287354-3461289
17,17:2308856-3500392
17,17:2496504-3539616
17,17:2591767-3564836
17,17:2592680-3599698
17,17:2680350-3704537
17,17:3413796-3749545
17,17:3468738-3798185
17,17:3511556-3819794
17,17:3539762-3867736
17,17:3566196-4046314
17,17:3617922-4167274
17,17:3714460-4269923
17,17:3763609-4391503
17,17:3799886-4458926
17,17:3827169-4545589
17,17:3907739-4607632
17,17:4046462-4624794
17,17:4172554-4643217
17,17:4336983-4649411
17,17:4402133-4689728
17,17:4534197-4693685
17,17:4574679-4701790
17,17:4613784-4726729
17,17:4634723-4806369
17,17:4643319-4838325
17,17:4688580-4848517
17,17:4692254-4860426
17,17:4699439-4871167
17,17:4710391-4890960
17,17:4736683-4900905
17,17:4835592-4931696
17,17:4840425-4955304
17,17:4848947-4999669
17,17:4862521-5078329
17,17:4871287-5095178
17,17:4891001-5151364
17,17:4901243-5372380
17,17:4935895-5394134
17,17:4981543-5522744
17,17:5008836-6027747
17,17:5082831-6459814
17,17:5095379-6554954
17,17:5185558-6556617
17,17:5374571-6558328
17,17:5402747-6616886
17,17:5675554-6678966
17,17:6347735-6915668
17,17:6481468-6922978
17,17:6555059-6943440
17,17:6556783-6947242
17,17:6588032-6983626
17,17:6658766-7019019
17,17:6757180-7044911
17,17:6915736-7082883
17,17:6939394-7128592
17,17:6944949-7137864
17,17:6977856-7143041
17,17:7004641-7146089
17,17:7044249-7167302
17,17:7076750-7191576
17,17:7093209-7218883
17,17:7128660-7232712
17,17:7138347-7254797
17,17:7143333-7258258
17,17:7146910-7307456
17,17:7184986-7323179
17,17:7210318-7340998
17,17:7218947-7348256
17,17:7239848-7361026
17,17:7255208-7387582
17,17:7283853-7417933
17,17:7308193-7464925
17,17:7338762-7475287
17,17:7341592-7518189
17,17:7348380-7531194
17,17:7362685-7561086
17,17:7387685-7606820
17,17:7452208-7737062
17,17:7465192-7758114
17,17:7476024-7759417
17,17:7529552-7816078
17,17:7549945-7819271
17,17:7565097-7833121
17,17:7620672-7853236
17,17:7743222-7923657
17,17:7758383-7952452
17,17:7760003-7991021
17,17:7816642-8059824
17,17:7825177-8066864
17,17:7833663-8079717
17,17:7905912-8086130
17,17:7942335-8093564
17,17:7975954-8113918
17,17:8043790-8127361
17,17:8062467-8173809
17,17:8076555-8181754
17,17:8080130-8198661
17,17:8091652-8286531
17,17:8108056-8301144
17,17:8123960-8534079
17,17:8130191-8648537
17,17:8181081-8702667
17,17:8191081-8869029
17,17:8268881-8870387
17,17:8294022-8880312
17,17:8316449-9147317
17,17:8633252-9479908
17,17:8700436-9633008
17,17:8782233-9808938
17,17:8869213-10101868
17,17:8870840-10560626
17,17:8924859-10718481
17,17:9153788-11900827
17,17:9548015-12047147
17,17:9799637-12894960
17,17:9813926-12921504
17,17:10531843-13972812
17,17:10583654-14111994
17,17:11880756-14121239
17,17:11924141-14140179
17,17:12663457-14252721
17,17:12895708-15168643
17,17:13659795-15466909
17,17:13972813-15587625
17,17:14113805-15640874
17,17:14138990-15879060
17,17:14204400-16256970
17,17:15133095-16286059
17,17:15339332-16340317
17,17:15531274-16395467
17,17:15602891-16472520
17,17:15848231-16557170
17,17:15879874-16707769
17,17:16284112-16749197
17,17:16317838-16875432
17,17:16342136-17140502
17,17:16454701-17184607
17,17:16524051-17250977
17,17:16592851-17287326
17,17:16744057-17396540
17,17:16826229-17399709
17,17:16945859-17495022
17,17:17150141-17740325
17,17:17206649-17875736
17,17:17286691-17942523
17,17:17380300-17971718
17,17:17397751-18011285
17,17:17408877-18113268
17,17:17584787-18162230
17,17:17746828-18169866
17,17:17876127-18172142
17,17:17942606-18218321
17,17:17991200-18226517
17,17:18012020-18266856
17,17:18128901-18317694
17,17:18163848-18335162
17,17:18171394-18398259
17,17:18174742-18528930
17,17:18218624-18585575
17,17:18231187-18639431
17,17:18314473-18710027
17,17:18330175-18834581
17,17:18380051-18950950
17,17:18414535-19062489
17,17:18561742-19065587
17,17:18601311-19240028
17,17:18684308-19290553
17,17:18743398-19320589
17,17:18853658-19350169
17,17:19030782-19482347
17,17:19064102-19580911
17,17:19118928-19622292
17,17:19240867-19771249
17,17:19314438-19800600
17,17:19349246-19881656
17,17:19398698-20306870
17,17:19551449-20370852
17,17:19581601-20680218
17,17:19674142-20947073
17,17:19799903-21096578
17,17:19807615-21133348
17,17:19912657-21218552
17,17:20352708-21477781
17,17:20678955-21731762
17,17:20771746-22024656
17,17:21026677-25640657
17,17:21100593-25953464
17,17:21187984-25976586
17,17:21428051-26221778
17,17:21729601-26523407
17,17:22022437-26555091
17,17:25621102-26662515
17,17:25783670-26684545
17,17:25956824-26734215
17,17:26205340-26972472
17,17:26368763-27029697
17,17:26553589-27038872
17,17:26646121-27045447
17,17:26662628-27070473
17,17:26684604-27077974
17,17:26782770-27188085
17,17:26975374-27224697
17,17:27030215-27230089
17,17:27041299-27384234
17,17:27046411-27507430
17,17:27071002-27621136
17,17:27082996-27878922
17,17:27206353-27900175
17,17:27224756-27949925
17,17:27232268-28435470
17,17:27400528-28513493
17,17:27582854-28563020
17,17:27717482-28619074
17,17:27887565-28797007
17,17:27900487-28854610
17,17:27952956-28890511
17,17:28442539-28999807
17,17:28521337-29151794
17,17:28575218-29222887
17,17:28705923-29286340
17,17:28804380-29292518
17,17:28884130-29326929
17,17:28903482-29420145
17,17:29036317-29709134
17,17:29158988-29865236
17,17:29224354-30186356
17,17:29291953-30228784
17,17:29295803-30328064
17,17:29335515-30380523
17,17:29421945-30580393
17,17:29718642-30677042
17,17:30178883-30708905
17,17:30187923-30759860
17,17:30264037-30810336
17,17:30334891-30818274
17,17:30469473-31204195
17,17:30651584-31272124
17,17:30677136-32584222
17,17:30757986-32966337
17,17:30771279-33332083
17,17:30813637-33416338
17,17:30819540-33448541
17,17:31254928-33469334
17,17:32582304-33516364
17,17:32907768-33569982
17,17:33254878-33600674
17,17:33333009-33651919
17,17:33426811-33700720
17,17:33455772-33731392
17,17:33474836-33737247
17,17:33558469-33760302
17,17:33570055-33775856
17,17:33640521-33864880
17,17:33677324-33885117
17,17:33730856-33901811
17,17:33733703-34053436
17,17:33738079-37010096
17,17:33762115-37078023
17,17:33791268-37084310
17,17:33875144-37310647
17,17:33895139-37323737
17,17:33901814-37353956
17,17:37004118-37360980
17,17:37026112-37607539
17,17:37081421-37721160
17,17:37213272-37819737
17,17:37313147-37822808
17,17:37329709-37826728
17,17:37356536-37887040
17,17:37415384-38020441
17,17:37617764-38076107
17,17:37793318-38083854
17,17:37820440-38095854
17,17:37824234-38134019
17,17:37827375-38154213
17,17:37921198-38256978
17,17:38060848-38293042
17,17:38077294-38328436
17,17:38083995-38351908
17,17:38119226-38440388
17,17:38137050-38459171
17,17:38175350-38513094
17,17:38278551-38520945
17,17:38296571-38574202
17,17:38333263-38613983
17,17:38375556-38657849
17,17:38443885-38683254
17,17:38465444-38721724
17,17:38516907-38804760
17,17:38544768-38992522
17,17:38599702-39093886
17,17:38632080-39943183
17,17:38673278-39968856
17,17:38710021-39979465
17,17:38781214-39992523
17,17:38974369-40007699
17,17:39078948-40021684
17,17:39775692-40086795
17,17:39958199-40117648
17,17:39968932-40217383
17,17:39981335-40264751
17,17:40004770-40273376
17,17:40009797-40307035
17,17:40023161-40346531
17,17:40086888-40428725
17,17:40118759-40463961
17,17:40253422-40540586
17,17:40265126-40575535
17,17:40276994-40674629
17,17:40340817-40696467
17,17:40351186-40700724
17,17:40439565-40707231
17,17:40465342-40718295
17,17:40554470-40729849
17,17:40610862-40767252
17,17:40688190-40819024
17,17:40698782-40829048
17,17:40701232-40851832
17,17:40713485-40897071
17,17:40719086-40931617
17,17:40731531-40950722
17,17:40811323-40995774
17,17:40819932-41002724
17,17:40830907-41010147
17,17:40852293-41026386
17,17:40925454-41050751
17,17:40932696-41116515
17,17:40950810-41132545
17,17:40996617-41145707
17,17:41003201-41154976
17,17:41017939-41166473
17,17:41026687-41177140
17,17:41102543-41184057
17,17:41120105-41277500
17,17:41132582-41305688
17,17:41150290-41322420
17,17:41158742-41363708
17,17:41166622-41383338
17,17:41177258-41466567
17,17:41196312-41478505
17,17:41277627-41621831
17,17:41316200-41739322
17,17:41322498-41783252
17,17:41363854-41856356
17,17:41447213-41910538
17,17:41476327-41987068
17,17:41561233-41995326
17,17:41717756-42086431
17,17:41757641-42101314
17,17:41843489-42144987
17,17:41878167-42153709
17,17:41952725-42201070
17,17:41994576-42239844
17,17:42081914-42264085
17,17:42088556-42269099
17,17:42112003-42301078
17,17:42148103-42345509
17,17:42154114-42396039
17,17:42219274-42402238
17,17:42247815-42430470
17,17:42264338-42466873
17,17:42269173-42580798
17,17:42325753-42636907
17,17:42376942-42767676
17,17:42396993-42829632
17,17:42422614-42859214
17,17:42449548-42908184
17,17:42472652-42994305
17,17:42634925-43025082
17,17:42733762-43221548
17,17:42785976-43248951
17,17:42836399-43394414
17,17:42875816-43511787
17,17:42927311-43568115
17,17:43002077-43640596
17,17:43100708-43664295
17,17:43224684-43725582
17,17:43268298-44105700
17,17:43471275-44302733
17,17:43513266-44439130
17,17:43578685-44657088
17,17:43663237-44834830
17,17:43697694-45177689
17,17:43921017-45266788
17,17:44107282-45301045
17,17:44352150-45518678
17,17:44588877-45569858
17,17:44668035-45726786
17,17:45000483-45762871
17,17:45195069-45789416
17,17:45277812-45823485
17,17:45331212-45899200
17,17:45527934-45908900
17,17:45600308-45918699
17,17:45726842-45973178
17,17:45771447-46018776
17,17:45810610-46025654
17,17:45884738-46059140
17,17:45900638-46115392
17,17:45908993-46125435
17,17:45968621-46138849
17,17:45973516-46178883
17,17:46018872-46200436
17,17:46045176-46507637
17,17:46103533-46682274
17,17:46122503-46710934
17,17:46125691-46784708
17,17:46147414-46943884
17,17:46180719-46973233
17,17:46210802-47006418
17,17:46618256-47022479
17,17:46684594-47300587
17,17:46782360-47308128
17,17:46908350-47336024
17,17:46970127-47447360
17,17:46985731-47554350
17,17:47006678-47592379
17,17:47280153-47755596
17,17:47300724-47786376
17,17:47325601-47906458
17,17:47366568-47926199
17,17:47448102-48052321
17,17:47572655-48167845
17,17:47676246-48207246
17,17:47778305-48227991
17,17:47787694-48253292
17,17:47915671-48358844
17,17:48046334-48365216
17,17:48133332-48440499
17,17:48172101-48450575
17,17:48211104-48474914
17,17:48241575-48552206
17,17:48348767-48563336
17,17:48358938-48608862
17,17:48423453-48633213
17,17:48445218-48769613
17,17:48450581-48785285
17,17:48503519-48833574
17,17:48556161-48987098
17,17:48585745-49198226
17,17:48620419-49249108
17,17:48712138-49337524
17,17:48770551-49375297
17,17:48796905-49523163
17,17:48939584-51183719
17,17:49039535-53241646
17,17:49230897-53402426
17,17:49254786-53499353
17,17:49337889-53920191
17,17:49512788-54672951
17,17:51183095-54946036
17,17:52976748-54991399
17,17:53342373-55038415
17,17:53469974-55084129
17,17:53828340-55162385
17,17:54671060-55198710
17,17:54869274-55762046
17,17:54965270-55927417
17,17:55015548-56032684
17,17:55055466-56065620
17,17:55155659-56084707
17,17:55162453-56172897
17,17:55333212-56235161
17,17:55916842-56282535
17,17:55938604-56345879
17,17:56048910-56358296
17,17:56066399-56494956
17,17:56160776-56565745
17,17:56234389-56595266
17,17:56270098-56618179
17,17:56282803-56769416
17,17:56347217-56811703
17,17:56378592-57232630
17,17:56497528-57282066
17,17:56566898-57292608
17,17:56597611-57353328
17,17:56634039-57479090
17,17:56769934-57685706
17,17:57059999-57919616
17,17:57232860-57970304
17,17:57286761-58027925
17,17:57297828-58042122
17,17:57409050-58074333
17,17:57642886-58156292
17,17:57697219-58169246
17,17:57936851-58213005
17,17:57970447-58248260
17,17:58029601-58499831
17,17:58042193-58513357
17,17:58120555-58603580
17,17:58156670-58741849
17,17:58203896-59470199
17,17:58227297-59940882
17,17:58256455-60005377
17,17:58511039-60142643
17,17:58520520-60218000
17,17:58677544-60527454
17,17:58754814-60692842
17,17:59758627-60770958
17,17:59942731-60885705
17,17:60019966-61505060
17,17:60214333-61523739
17,17:60501228-61599205
17,17:60536019-61626338
17,17:60704762-61671639
17,17:60776605-61685725
17,17:61086917-61688544
17,17:61509665-61778532
17,17:61554422-61819330
17,17:61600695-61896677
17,17:61627822-61909379
17,17:61678231-61920425
17,17:61688132-62009714
17,17:61699775-62050278
17,17:61780192-62097994
17,17:61822610-62208179
17,17:61896793-62223836
